taxon,dlc_id,hybrid,sex,name,current_resident,stud_book,dob,birth_month,estimated_dob,birth_type,birth_institution,litter_size,expected_gestation,estimated_concep,concep_month,dam_id,dam_name,dam_taxon,dam_dob,dam_age_at_concep_y,sire_id,sire_name,sire_taxon,sire_dob,sire_age_at_concep_y,dod,age_at_death_y,age_of_living_y,age_last_verified_y,age_max_live_or_dead_y,n_known_offspring,dob_estimated,weight_g,weight_date,month_of_weight,age_at_wt_d,age_at_wt_wk,age_at_wt_mo,age_at_wt_mo_no_dec,age_at_wt_y,change_since_prev_wt_g,days_since_prev_wt,avg_daily_wt_change_g,days_before_death,r_min_dam_age_at_concep_y,age_category,preg_status,expected_gestation_d,concep_date_if_preg,infant_dob_if_preg,days_before_inf_birth_if_preg,pct_preg_remain_if_preg,infant_lit_sz_if_preg
PCOQ,7132,N,M,Elliot,Y,267,2013-01-06,1,NA,CB,Los Angeles Zoo & Botanical Gardens,NA,160,2012-07-30,7,6873,Eros,PCOQ,2006-02-14,6.46,6860,Bertarido,PCOQ,2005-04-13,7.3,NA,NA,6.09,NA,6.09,NA,NA,4480,2017-08-27,8,1694,242,55.69,55,4.64,-160,23,-6.96,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7132,N,M,Elliot,Y,267,2013-01-06,1,NA,CB,Los Angeles Zoo & Botanical Gardens,NA,160,2012-07-30,7,6873,Eros,PCOQ,2006-02-14,6.46,6860,Bertarido,PCOQ,2005-04-13,7.3,NA,NA,6.09,NA,6.09,NA,NA,4480,2017-10-29,10,1757,251,57.76,57,4.81,0,63,0,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7132,N,M,Elliot,Y,267,2013-01-06,1,NA,CB,Los Angeles Zoo & Botanical Gardens,NA,160,2012-07-30,7,6873,Eros,PCOQ,2006-02-14,6.46,6860,Bertarido,PCOQ,2005-04-13,7.3,NA,NA,6.09,NA,6.09,NA,NA,4560,2017-11-27,11,1786,255.14,58.72,58,4.89,80,29,2.76,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7132,N,M,Elliot,Y,267,2013-01-06,1,NA,CB,Los Angeles Zoo & Botanical Gardens,NA,160,2012-07-30,7,6873,Eros,PCOQ,2006-02-14,6.46,6860,Bertarido,PCOQ,2005-04-13,7.3,NA,NA,6.09,NA,6.09,NA,NA,4740,2017-12-24,12,1813,259,59.61,59,4.97,180,27,6.67,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7132,N,M,Elliot,Y,267,2013-01-06,1,NA,CB,Los Angeles Zoo & Botanical Gardens,NA,160,2012-07-30,7,6873,Eros,PCOQ,2006-02-14,6.46,6860,Bertarido,PCOQ,2005-04-13,7.3,NA,NA,6.09,NA,6.09,NA,NA,4760,2018-01-29,1,1849,264.14,60.79,60,5.07,20,36,0.56,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7132,N,M,Elliot,Y,267,2013-01-06,1,NA,CB,Los Angeles Zoo & Botanical Gardens,NA,160,2012-07-30,7,6873,Eros,PCOQ,2006-02-14,6.46,6860,Bertarido,PCOQ,2005-04-13,7.3,NA,NA,6.09,NA,6.09,NA,NA,4800,2018-02-18,2,1869,267,61.45,61,5.12,40,20,2,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7132,N,M,Elliot,Y,267,2013-01-06,1,NA,CB,Los Angeles Zoo & Botanical Gardens,NA,160,2012-07-30,7,6873,Eros,PCOQ,2006-02-14,6.46,6860,Bertarido,PCOQ,2005-04-13,7.3,NA,NA,6.09,NA,6.09,NA,NA,4700,2018-03-20,3,1899,271.29,62.43,62,5.2,-100,30,-3.33,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3240,2015-10-28,10,996,142.29,32.75,32,2.73,80,39,2.05,1175,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3220,2015-11-04,11,1003,143.29,32.98,32,2.75,-20,7,-2.86,1168,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3220,2016-01-08,1,1068,152.57,35.11,35,2.93,0,65,0,1103,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3220,2016-01-21,1,1081,154.43,35.54,35,2.96,0,13,0,1090,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3160,2016-02-20,2,1111,158.71,36.53,36,3.04,-60,30,-2,1060,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3200,2016-04-09,4,1160,165.71,38.14,38,3.18,40,49,0.82,1011,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3220,2016-05-18,5,1199,171.29,39.42,39,3.28,20,39,0.51,972,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3180,2016-06-15,6,1227,175.29,40.34,40,3.36,-40,28,-1.43,944,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3280,2016-07-13,7,1255,179.29,41.26,41,3.44,100,28,3.57,916,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3260,2016-08-24,8,1297,185.29,42.64,42,3.55,-20,42,-0.48,874,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3300,2016-09-19,9,1323,189,43.5,43,3.62,40,26,1.54,848,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3420,2016-11-01,11,1366,195.14,44.91,44,3.74,120,43,2.79,805,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3480,2016-12-01,12,1396,199.43,45.9,45,3.82,60,30,2,775,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3460,2017-01-04,1,1430,204.29,47.01,47,3.92,-20,34,-0.59,741,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3480,2017-02-06,2,1463,209,48.1,48,4.01,20,33,0.61,708,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3500,2017-03-15,3,1500,214.29,49.32,49,4.11,20,37,0.54,671,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3380,2017-04-25,4,1541,220.14,50.66,50,4.22,-120,41,-2.93,630,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3400,2017-05-30,5,1576,225.14,51.81,51,4.32,20,35,0.57,595,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3300,2017-06-04,6,1581,225.86,51.98,51,4.33,-100,5,-20,590,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3480,2017-06-28,6,1605,229.29,52.77,52,4.4,180,24,7.5,566,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3300,2017-08-21,8,1659,237,54.54,54,4.55,-180,54,-3.33,512,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3580,2017-10-15,10,1714,244.86,56.35,56,4.7,280,55,5.09,457,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3620,2017-11-14,11,1744,249.14,57.34,57,4.78,40,30,1.33,427,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3760,2017-12-28,12,1788,255.43,58.78,58,4.9,140,44,3.18,383,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3800,2018-02-18,2,1840,262.86,60.49,60,5.04,40,52,0.77,331,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3840,2018-02-22,2,1844,263.43,60.62,60,5.05,40,4,10,327,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3480,2018-05-04,5,1915,273.57,62.96,62,5.25,-360,71,-5.07,256,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3460,2015-12-20,12,1036,148,34.06,34,2.84,280,76,3.68,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3400,2016-02-02,2,1080,154.29,35.51,35,2.96,-60,44,-1.36,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3420,2016-03-06,3,1113,159,36.59,36,3.05,20,33,0.61,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3405,2016-03-15,3,1122,160.29,36.89,36,3.07,-15,9,-1.67,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3340,2016-04-27,4,1165,166.43,38.3,38,3.19,-65,43,-1.51,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3460,2016-05-22,5,1190,170,39.12,39,3.26,120,25,4.8,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3460,2016-06-26,6,1225,175,40.27,40,3.36,0,35,0,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3530,2016-08-09,8,1269,181.29,41.72,41,3.48,70,44,1.59,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3520,2016-10-02,10,1323,189,43.5,43,3.62,-10,54,-0.19,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3580,2016-11-06,11,1358,194,44.65,44,3.72,60,35,1.71,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3560,2016-12-04,12,1386,198,45.57,45,3.8,-20,28,-0.71,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3540,2017-01-10,1,1423,203.29,46.78,46,3.9,-20,37,-0.54,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3540,2017-02-12,2,1456,208,47.87,47,3.99,0,33,0,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3560,2017-03-12,3,1484,212,48.79,48,4.07,20,28,0.71,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3520,2017-04-19,4,1522,217.43,50.04,50,4.17,-40,38,-1.05,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3600,2017-06-01,6,1565,223.57,51.45,51,4.29,80,43,1.86,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3340,2017-06-26,6,1590,227.14,52.27,52,4.36,-260,25,-10.4,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3540,2017-07-24,7,1618,231.14,53.19,53,4.43,200,28,7.14,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3520,2017-08-27,8,1652,236,54.31,54,4.53,-20,34,-0.59,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3540,2017-09-24,9,1680,240,55.23,55,4.6,20,28,0.71,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3500,2017-10-29,10,1715,245,56.38,56,4.7,-40,35,-1.14,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3700,2017-11-27,11,1744,249.14,57.34,57,4.78,200,29,6.9,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3820,2017-12-24,12,1771,253,58.22,58,4.85,120,27,4.44,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3820,2018-01-29,1,1807,258.14,59.41,59,4.95,0,36,0,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3440,2018-02-13,2,1822,260.29,59.9,59,4.99,-380,15,-25.33,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3800,2018-02-18,2,1827,261,60.07,60,5.01,360,5,72,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3740,2018-03-20,3,1857,265.29,61.05,61,5.09,-60,30,-2,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3400,2018-04-29,4,1897,271,62.37,62,5.2,-340,40,-8.5,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7170,N,F,Gertrude,Y,278,2014-01-05,1,NA,CB,Duke Lemur Center,1,160,2013-07-29,7,6743,Pia,PCOQ,1999-02-15,14.46,6583,Jovian,PCOQ,1994-04-10,19.32,NA,NA,5.09,NA,5.09,NA,NA,3980,2016-10-02,10,1001,143,32.91,32,2.74,460,39,11.79,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7170,N,F,Gertrude,Y,278,2014-01-05,1,NA,CB,Duke Lemur Center,1,160,2013-07-29,7,6743,Pia,PCOQ,1999-02-15,14.46,6583,Jovian,PCOQ,1994-04-10,19.32,NA,NA,5.09,NA,5.09,NA,NA,4020,2016-11-06,11,1036,148,34.06,34,2.84,40,35,1.14,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7170,N,F,Gertrude,Y,278,2014-01-05,1,NA,CB,Duke Lemur Center,1,160,2013-07-29,7,6743,Pia,PCOQ,1999-02-15,14.46,6583,Jovian,PCOQ,1994-04-10,19.32,NA,NA,5.09,NA,5.09,NA,NA,3900,2016-12-04,12,1064,152,34.98,34,2.92,-120,28,-4.29,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
